skin_r,skin_g,skin_b,hair_r,hair_g,hair_b,eye_r,eye_g,eye_b,skin_hex,hair_hex,eye_hex,fitzpatrick,undertone,depth,season
162,128,115,0,0,0,69,73,87,#a28073,,#454957,III,neutral,light_medium,Soft Autumn
171,147,99,0,0,0,61,62,47,#ab9363,,#3d3e2f,IV,warm,light_medium,Warm Autumn
135,87,70,0,0,0,67,56,53,#875746,,#433835,V,warm,medium_deep,Deep Autumn
193,137,90,0,0,0,100,73,62,#c1895a,,#64493e,IV,warm,light_medium,Warm Autumn
141,103,83,0,0,0,57,41,37,#8d6753,,#392925,V,warm,medium,Deep Autumn
170,95,95,0,0,0,85,51,65,#aa5f5f,,#553341,V,neutral,medium,Deep Winter
203,176,164,0,0,0,56,60,70,#cbb0a4,,#383c46,I,neutral,light,Light Spring
194,123,81,0,0,0,85,47,31,#c27b51,,#552f1f,IV,warm,light_medium,Deep Autumn
182,132,78,0,0,0,75,50,39,#b6844e,,#4b3227,IV,warm,light_medium,Deep Autumn
206,152,131,0,0,0,110,77,72,#ce9883,,#6e4d48,II,warm,light,Clear Spring
151,118,108,0,0,0,65,70,87,#97766c,,#414657,IV,neutral,medium,Deep Winter
191,137,105,0,0,0,107,87,81,#bf8969,,#6b5751,IV,warm,light_medium,Warm Autumn
180,136,107,0,0,0,69,44,38,#b4886b,,#452c26,IV,warm,light_medium,Warm Autumn
225,164,125,0,0,0,121,73,64,#e1a47d,,#794940,III,warm,light,Clear Spring
214,134,90,0,0,0,74,40,36,#d6865a,,#4a2824,IV,warm,light_medium,Warm Autumn
194,149,114,0,0,0,80,61,53,#c29572,,#503d35,III,warm,light,Warm Autumn
151,133,120,0,0,0,68,68,75,#978578,,#44444b,III,neutral,light_medium,Light Spring
230,176,145,0,0,0,97,65,54,#e6b091,,#614136,II,warm,very_light,Clear Spring
215,177,153,0,0,0,87,64,65,#d7b199,,#574041,I,warm,light,Warm Spring
232,166,128,0,0,0,100,60,48,#e8a680,,#643c30,III,warm,light,Clear Spring
151,135,132,0,0,0,59,55,55,#978784,,#3b3737,I,neutral,light_medium,Light Summer
150,98,77,0,0,0,67,46,42,#96624d,,#432e2a,V,warm,medium,Deep Autumn
172,131,123,0,0,0,52,49,62,#ac837b,,#34313e,III,neutral,light_medium,Light Summer
209,177,146,0,0,0,101,77,56,#d1b192,,#654d38,II,warm,light,Warm Spring
182,146,123,0,0,0,58,50,49,#b6927b,,#3a3231,III,warm,light_medium,Warm Spring
189,142,120,0,0,0,66,56,54,#bd8e78,,#423836,III,warm,light_medium,Warm Autumn
176,113,75,0,0,0,69,45,34,#b0714b,,#452d22,V,warm,medium,Deep Autumn
215,169,132,0,0,0,86,61,55,#d7a984,,#563d37,II,warm,light,Clear Spring
195,120,87,0,0,0,80,47,44,#c37857,,#502f2c,IV,warm,light_medium,Deep Autumn
194,154,125,0,0,0,87,59,42,#c29a7d,,#573b2a,III,warm,light,Clear Spring
208,162,141,0,0,0,88,70,65,#d0a28d,,#584641,II,warm,light,Clear Spring
175,142,118,0,0,0,77,79,81,#af8e76,,#4d4f51,III,warm,light_medium,Warm Autumn
216,177,152,0,0,0,81,65,64,#d8b198,,#514140,II,warm,very_light,Warm Spring
197,133,111,0,0,0,82,54,49,#c5856f,,#523631,IV,warm,light_medium,Warm Autumn
209,162,138,0,0,0,84,61,57,#d1a28a,,#543d39,II,warm,light,Clear Spring
225,172,150,0,0,0,119,93,85,#e1ac96,,#775d55,II,warm,light,Clear Spring
223,185,157,0,0,0,89,72,67,#dfb99d,,#594843,I,warm,very_light,Warm Spring
234,199,169,0,0,0,74,65,69,#eac7a9,,#4a4145,I,warm,very_light,Warm Spring
209,164,146,0,0,0,79,52,48,#d1a492,,#4f3430,II,warm,light,Warm Spring
180,140,121,0,0,0,69,60,60,#b48c79,,#453c3c,III,warm,light_medium,Warm Spring
196,145,79,0,0,0,72,64,60,#c4914f,,#48403c,IV,warm,light_medium,Warm Autumn
109,109,109,0,0,0,59,59,59,#6d6d6d,,#3b3b3b,VI,neutral,medium,Deep Autumn
208,144,122,0,0,0,104,69,63,#d0907a,,#68453f,III,warm,light,Clear Spring
228,173,140,0,0,0,69,57,59,#e4ad8c,,#45393b,II,warm,light,Clear Spring
193,142,152,0,0,0,71,36,67,#c18e98,,#472443,I,cool,light_medium,Cool Summer
214,136,92,0,0,0,78,44,35,#d6885c,,#4e2c23,IV,warm,light_medium,Warm Autumn
213,189,179,0,0,0,105,87,88,#d5bdb3,,#695758,I,neutral,very_light,Light Spring
217,186,166,0,0,0,97,91,91,#d9baa6,,#615b5b,I,warm,very_light,Warm Spring
216,168,149,0,0,0,98,74,65,#d8a895,,#624a41,II,warm,light,Clear Spring
216,178,159,0,0,0,86,74,74,#d8b29f,,#564a4a,I,warm,very_light,Warm Spring
213,168,140,0,0,0,86,65,51,#d5a88c,,#564133,II,warm,light,Clear Spring
229,169,141,0,0,0,105,80,72,#e5a98d,,#695048,II,warm,light,Clear Spring
160,98,67,0,0,0,81,57,52,#a06243,,#513934,V,warm,medium,Deep Autumn
170,149,141,0,0,0,74,75,81,#aa958d,,#4a4b51,I,neutral,light_medium,Light Spring
195,134,100,0,0,0,97,66,56,#c38664,,#614238,IV,warm,light_medium,Warm Autumn
215,181,148,0,0,0,88,70,52,#d7b594,,#584634,II,warm,very_light,Clear Spring
165,115,109,0,0,0,77,62,65,#a5736d,,#4d3e41,IV,neutral,medium,Soft Summer
171,117,109,0,0,0,67,51,58,#ab756d,,#43333a,IV,neutral,medium,Soft Summer
173,128,112,0,0,0,60,44,49,#ad8070,,#3c2c31,IV,warm,light_medium,Warm Autumn
216,183,163,0,0,0,86,68,53,#d8b7a3,,#564435,I,warm,very_light,Warm Spring
207,147,123,0,0,0,83,55,54,#cf937b,,#533736,III,warm,light,Clear Spring
223,177,156,0,0,0,104,81,74,#dfb19c,,#68514a,I,warm,very_light,Warm Spring
175,89,92,0,0,0,93,43,79,#af595c,,#5d2b4f,V,neutral,medium,Deep Winter
202,170,170,0,0,0,70,52,58,#caaaaa,,#46343a,I,neutral,light,Light Summer
230,178,137,0,0,0,111,83,70,#e6b289,,#6f5346,II,warm,very_light,Clear Spring
155,132,130,0,0,0,82,80,80,#9b8482,,#525050,I,neutral,light_medium,Light Summer
156,83,58,0,0,0,70,39,26,#9c533a,,#46271a,V,warm,medium_deep,Deep Autumn
205,147,122,0,0,0,82,58,55,#cd937a,,#523a37,III,warm,light,Clear Spring
151,116,111,0,0,0,70,51,48,#97746f,,#463330,IV,neutral,medium,Deep Winter
125,89,57,0,0,0,61,49,31,#7d5939,,#3d311f,V,warm,medium_deep,Deep Autumn
148,91,71,0,0,0,73,50,44,#945b47,,#49322c,V,warm,medium_deep,Deep Autumn
152,111,92,0,0,0,70,46,35,#986f5c,,#462e23,V,warm,medium,Deep Autumn
188,122,107,0,0,0,102,56,45,#bc7a6b,,#66382d,IV,neutral,light_medium,Soft Summer
196,120,78,0,0,0,119,68,41,#c4784e,,#774429,IV,warm,light_medium,Deep Autumn
170,121,94,0,0,0,66,37,34,#aa795e,,#422522,IV,warm,light_medium,Deep Autumn
225,196,138,0,0,0,117,111,87,#e1c48a,,#756f57,II,warm,very_light,Clear Spring
175,117,93,0,0,0,74,48,44,#af755d,,#4a302c,IV,warm,medium,Deep Autumn
165,123,105,0,0,0,86,69,66,#a57b69,,#564542,IV,warm,light_medium,Warm Autumn
240,186,173,0,0,0,154,116,115,#f0baad,,#9a7473,I,neutral,very_light,Light Summer
217,184,161,0,0,0,132,113,105,#d9b8a1,,#847169,I,warm,very_light,Warm Spring
214,157,146,0,0,0,77,47,48,#d69d92,,#4d2f30,II,neutral,light,Light Summer
221,164,134,0,0,0,122,79,70,#dda486,,#7a4f46,II,warm,light,Clear Spring
191,146,112,0,0,0,97,61,35,#bf9270,,#613d23,III,warm,light_medium,Warm Autumn
237,206,182,0,0,0,100,96,99,#edceb6,,#646063,I,warm,very_light,Warm Spring
185,118,85,0,0,0,84,26,47,#b97655,,#541a2f,IV,warm,light_medium,Deep Autumn
202,177,160,0,0,0,81,63,57,#cab1a0,,#513f39,I,warm,light,Light Spring
198,140,124,0,0,0,82,55,47,#c68c7c,,#52372f,III,neutral,light_medium,Light Summer
191,158,123,0,0,0,57,42,29,#bf9e7b,,#392a1d,III,warm,light,Clear Spring
184,114,81,0,0,0,74,42,29,#b87251,,#4a2a1d,V,warm,medium,Deep Autumn
194,131,109,0,0,0,94,65,64,#c2836d,,#5e4140,IV,warm,light_medium,Warm Autumn
199,146,127,0,0,0,93,67,64,#c7927f,,#5d4340,III,warm,light,Clear Spring
241,199,179,0,0,0,115,105,99,#f1c7b3,,#736963,I,warm,very_light,Warm Spring
163,112,92,0,0,0,61,38,31,#a3705c,,#3d261f,V,warm,medium,Deep Autumn
200,150,133,0,0,0,86,62,59,#c89685,,#563e3b,II,warm,light,Clear Spring
210,170,156,0,0,0,101,74,74,#d2aa9c,,#654a4a,I,neutral,light,Light Spring
191,153,123,0,0,0,71,49,38,#bf997b,,#473126,III,warm,light,Clear Spring
207,148,116,0,0,0,106,68,57,#cf9474,,#6a4439,III,warm,light,Warm Autumn
130,98,87,0,0,0,67,44,38,#826257,,#432c26,V,neutral,medium_deep,Deep Winter
201,154,136,0,0,0,101,74,71,#c99a88,,#654a47,II,warm,light,Clear Spring
217,188,168,0,0,0,91,81,77,#d9bca8,,#5b514d,I,warm,very_light,Light Spring
186,117,127,0,0,0,89,61,87,#ba757f,,#593d57,II,cool,light_medium,Cool Summer
247,212,193,0,0,0,132,126,130,#f7d4c1,,#847e82,I,warm,very_light,Warm Spring
175,112,64,0,0,0,130,76,32,#af7040,,#824c20,V,warm,medium,Deep Autumn
233,154,133,0,0,0,127,70,58,#e99a85,,#7f463a,II,warm,light,Clear Spring
194,141,114,0,0,0,94,61,45,#c28d72,,#5e3d2d,III,warm,light_medium,Warm Autumn
162,105,98,0,0,0,90,51,55,#a26962,,#5a3337,V,neutral,medium,Deep Winter
187,100,74,0,0,0,94,44,31,#bb644a,,#5e2c1f,V,warm,medium,Deep Autumn
171,130,113,0,0,0,71,44,34,#ab8271,,#472c22,IV,warm,light_medium,Warm Autumn
217,166,143,0,0,0,133,102,91,#d9a68f,,#85665b,II,warm,light,Clear Spring
190,140,113,0,0,0,119,92,81,#be8c71,,#775c51,III,warm,light_medium,Warm Autumn
157,113,106,0,0,0,84,63,71,#9d716a,,#543f47,V,neutral,medium,Deep Winter
228,159,158,0,0,0,144,102,95,#e49f9e,,#90665f,I,neutral,light,Light Summer
192,136,130,0,0,0,84,63,60,#c08882,,#543f3c,II,neutral,light_medium,Light Summer
202,152,127,0,0,0,116,94,76,#ca987f,,#745e4c,III,warm,light,Clear Spring
193,130,110,0,0,0,98,66,62,#c1826e,,#62423e,IV,warm,light_medium,Warm Autumn
202,168,164,0,0,0,131,97,94,#caa8a4,,#83615e,I,neutral,light,Light Summer
246,203,209,0,0,0,149,94,97,#f6cbd1,,#955e61,I,cool,very_light,Cool Summer
185,145,119,0,0,0,114,84,72,#b99177,,#725448,III,warm,light_medium,Warm Autumn
212,158,146,0,0,0,121,71,58,#d49e92,,#79473a,II,neutral,light,Light Summer
228,176,151,0,0,0,134,124,115,#e4b097,,#867c73,II,warm,very_light,Clear Spring
130,80,64,0,0,0,85,63,52,#825040,,#553f34,VI,warm,medium_deep,Deep Autumn
207,131,97,0,0,0,143,84,56,#cf8361,,#8f5438,IV,warm,light_medium,Warm Autumn
144,109,102,0,0,0,72,49,49,#906d66,,#483131,V,neutral,medium,Deep Winter
146,120,110,0,0,0,97,90,82,#92786e,,#615a52,IV,neutral,medium,Soft Autumn
185,144,130,0,0,0,86,58,91,#b99082,,#563a5b,II,neutral,light_medium,Light Summer
175,124,99,0,0,0,121,95,86,#af7c63,,#795f56,IV,warm,light_medium,Warm Autumn
209,153,120,0,0,0,121,82,64,#d19978,,#795240,III,warm,light,Warm Autumn
175,105,56,0,0,0,86,59,44,#af6938,,#563b2c,V,warm,medium,Deep Autumn
202,148,145,0,0,0,147,99,97,#ca9491,,#936361,I,neutral,light,Light Summer
148,103,81,0,0,0,90,62,50,#946751,,#5a3e32,V,warm,medium,Deep Autumn
147,96,69,0,0,0,65,47,41,#936045,,#412f29,V,warm,medium,Deep Autumn
207,140,95,0,0,0,102,70,60,#cf8c5f,,#66463c,IV,warm,light_medium,Warm Autumn
192,126,83,0,0,0,106,82,71,#c07e53,,#6a5247,IV,warm,light_medium,Deep Autumn
214,154,144,0,0,0,116,63,50,#d69a90,,#743f32,II,neutral,light,Light Summer
168,111,97,0,0,0,106,73,70,#a86f61,,#6a4946,V,neutral,medium,Deep Winter
185,110,79,0,0,0,107,66,47,#b96e4f,,#6b422f,V,warm,medium,Deep Autumn
209,161,141,0,0,0,89,48,23,#d1a18d,,#593017,II,warm,light,Clear Spring
177,89,47,0,0,0,70,29,15,#b1592f,,#461d0f,V,warm,medium,Deep Autumn
165,115,84,0,0,0,96,60,31,#a57354,,#603c1f,V,warm,medium,Deep Autumn
192,129,119,0,0,0,87,61,59,#c08177,,#573d3b,III,neutral,light_medium,Soft Summer
129,68,52,0,0,0,68,39,28,#814434,,#44271c,VI,warm,medium_deep,Deep Autumn
242,233,223,0,0,0,142,131,116,#f2e9df,,#8e8374,I,neutral,very_light,Light Spring
174,125,106,0,0,0,99,83,79,#ae7d6a,,#63534f,IV,warm,light_medium,Warm Autumn
208,150,143,0,0,0,105,85,83,#d0968f,,#695553,II,neutral,light,Light Summer
185,148,137,0,0,0,75,58,48,#b99489,,#4b3a30,II,neutral,light_medium,Light Summer
196,133,100,0,0,0,104,67,42,#c48564,,#68432a,IV,warm,light_medium,Warm Autumn
176,115,102,120,64,37,102,56,39,#b07366,#784025,#663827,IV,neutral,medium,Deep Winter
218,162,154,0,0,0,136,103,96,#daa29a,,#886760,I,neutral,light,Light Summer
214,156,115,0,0,0,100,54,28,#d69c73,,#64361c,III,warm,light,Warm Autumn
207,145,109,0,0,0,96,53,38,#cf916d,,#603526,III,warm,light,Warm Autumn
210,152,128,0,0,0,76,58,52,#d29880,,#4c3a34,III,warm,light,Clear Spring
216,123,70,0,0,0,114,48,11,#d87b46,,#72300b,IV,warm,light_medium,Deep Autumn
199,151,146,0,0,0,109,82,91,#c79792,,#6d525b,I,neutral,light,Light Summer
229,174,135,0,0,0,99,56,23,#e5ae87,,#633817,II,warm,very_light,Clear Spring
220,200,200,0,0,0,91,71,75,#dcc8c8,,#5b474b,I,neutral,very_light,Light Summer
159,109,104,0,0,0,73,53,50,#9f6d68,,#493532,V,neutral,medium,Deep Winter
208,172,151,0,0,0,135,122,107,#d0ac97,,#877a6b,I,warm,light,Warm Spring
204,152,131,0,0,0,107,83,75,#cc9883,,#6b534b,II,warm,light,Clear Spring
125,125,125,0,0,0,57,57,57,#7d7d7d,,#393939,I,neutral,medium,Light Spring
229,183,161,0,0,0,81,47,31,#e5b7a1,,#512f1f,I,warm,very_light,Clear Spring
169,111,100,0,0,0,96,62,58,#a96f64,,#603e3a,V,neutral,medium,Deep Winter
156,101,88,0,0,0,71,42,34,#9c6558,,#472a22,V,neutral,medium,Deep Winter
181,181,181,0,0,0,67,67,67,#b5b5b5,,#434343,I,neutral,light,Light Spring
221,152,129,0,0,0,90,86,97,#dd9881,,#5a5661,III,warm,light,Clear Spring
216,172,173,0,0,0,83,61,66,#d8acad,,#533d42,I,cool,light,Cool Summer
245,199,180,0,0,0,90,73,66,#f5c7b4,,#5a4942,I,warm,very_light,Warm Spring
185,139,116,0,0,0,74,46,35,#b98b74,,#4a2e23,III,warm,light_medium,Warm Autumn
252,227,173,0,0,0,110,62,41,#fce3ad,,#6e3e29,II,warm,very_light,Clear Spring
208,184,176,0,0,0,101,88,88,#d0b8b0,,#655858,I,neutral,very_light,Light Summer
229,194,178,0,0,0,112,93,91,#e5c2b2,,#705d5b,I,neutral,very_light,Light Spring
237,173,174,0,0,0,100,38,47,#edadae,,#64262f,I,cool,very_light,Cool Summer
196,141,119,0,0,0,97,66,59,#c48d77,,#61423b,III,warm,light_medium,Warm Autumn
165,101,70,0,0,0,87,36,24,#a56546,,#572418,V,warm,medium,Deep Autumn
218,181,167,0,0,0,143,119,115,#dab5a7,,#8f7773,I,neutral,very_light,Light Spring
238,206,197,0,0,0,91,78,85,#eecec5,,#5b4e55,I,neutral,very_light,Light Summer
198,142,108,0,0,0,129,93,74,#c68e6c,,#815d4a,IV,warm,light_medium,Warm Autumn
146,127,146,0,0,0,92,66,72,#927f92,,#5c4248,I,cool,light_medium,Light Summer
210,162,142,0,0,0,116,72,70,#d2a28e,,#744846,II,warm,light,Clear Spring
152,115,107,0,0,0,83,60,59,#98736b,,#533c3b,IV,neutral,medium,Deep Winter
225,207,202,0,0,0,95,103,109,#e1cfca,,#5f676d,I,neutral,very_light,Light Summer
230,205,182,0,0,0,120,102,98,#e6cdb6,,#786662,I,warm,very_light,Light Spring
243,212,189,0,0,0,147,114,96,#f3d4bd,,#937260,I,warm,very_light,Warm Spring
105,65,50,0,0,0,50,38,34,#694132,,#322622,VI,warm,deep,Deep Autumn
184,109,109,0,0,0,80,38,66,#b86d6d,,#502642,IV,neutral,medium,Soft Summer
223,171,146,0,0,0,134,103,94,#dfab92,,#86675e,II,warm,light,Clear Spring
207,169,137,0,0,0,71,69,65,#cfa989,,#474541,II,warm,light,Clear Spring
242,192,148,0,0,0,97,83,79,#f2c094,,#61534f,II,warm,very_light,Clear Spring
227,160,101,0,0,0,130,86,52,#e3a065,,#825634,IV,warm,light,Warm Autumn
203,180,170,0,0,0,86,73,65,#cbb4aa,,#564941,I,neutral,light,Light Spring
217,164,147,0,0,0,64,46,51,#d9a493,,#402e33,II,warm,light,Clear Spring
245,184,145,0,0,0,132,84,60,#f5b891,,#84543c,II,warm,very_light,Clear Spring
225,167,124,0,0,0,102,70,56,#e1a77c,,#664638,III,warm,light,Clear Spring
213,163,139,0,0,0,103,75,77,#d5a38b,,#674b4d,II,warm,light,Clear Spring
230,191,149,0,0,0,89,77,77,#e6bf95,,#594d4d,II,warm,very_light,Clear Spring
209,145,94,0,0,0,89,52,30,#d1915e,,#59341e,IV,warm,light,Warm Autumn
166,126,106,0,0,0,89,73,72,#a67e6a,,#594948,IV,warm,light_medium,Warm Autumn
245,162,111,0,0,0,148,79,60,#f5a26f,,#944f3c,III,warm,light,Warm Autumn
167,126,115,0,0,0,61,42,37,#a77e73,,#3d2a25,III,neutral,light_medium,Soft Summer
168,104,62,0,0,0,87,48,26,#a8683e,,#57301a,V,warm,medium,Deep Autumn
197,141,104,0,0,0,102,79,68,#c58d68,,#664f44,IV,warm,light_medium,Warm Autumn
225,190,179,0,0,0,88,82,88,#e1beb3,,#585258,I,neutral,very_light,Light Summer
183,131,94,0,0,0,89,57,29,#b7835e,,#59391d,IV,warm,light_medium,Warm Autumn
224,168,125,0,0,0,95,64,32,#e0a87d,,#5f4020,III,warm,light,Clear Spring
197,127,92,0,0,0,124,61,26,#c57f5c,,#7c3d1a,IV,warm,light_medium,Warm Autumn
210,151,124,0,0,0,113,102,96,#d2977c,,#716660,III,warm,light,Clear Spring
223,166,145,0,0,0,130,98,86,#dfa691,,#826256,II,warm,light,Clear Spring
197,148,115,0,0,0,91,71,61,#c59473,,#5b473d,III,warm,light,Warm Autumn
219,148,121,0,0,0,107,68,56,#db9479,,#6b4438,III,warm,light,Clear Spring
231,187,181,0,0,0,138,103,90,#e7bbb5,,#8a675a,I,neutral,very_light,Light Summer
223,183,175,0,0,0,116,99,100,#dfb7af,,#746364,I,neutral,very_light,Light Summer
232,162,164,0,0,0,71,47,55,#e8a2a4,,#472f37,I,cool,light,Cool Summer
175,117,90,0,0,0,77,52,38,#af755a,,#4d3426,IV,warm,medium,Deep Autumn
186,138,118,0,0,0,98,76,68,#ba8a76,,#624c44,III,warm,light_medium,Warm Autumn
112,75,71,0,0,0,74,40,40,#704b47,,#4a2828,VI,neutral,medium_deep,Deep Winter
210,148,132,0,0,0,113,70,50,#d29484,,#714632,II,neutral,light,Light Summer
208,164,165,0,0,0,75,55,50,#d0a4a5,,#4b3732,I,cool,light,Cool Summer
220,169,153,0,0,0,133,103,96,#dca999,,#856760,I,neutral,light,Light Summer
214,159,149,0,0,0,101,72,66,#d69f95,,#654842,I,neutral,light,Light Summer
151,98,68,0,0,0,68,36,20,#976244,,#442414,V,warm,medium,Deep Autumn
201,149,122,0,0,0,115,94,84,#c9957a,,#735e54,III,warm,light,Clear Spring
180,117,93,0,0,0,79,54,48,#b4755d,,#4f3630,IV,warm,light_medium,Deep Autumn
176,123,94,0,0,0,66,37,29,#b07b5e,,#42251d,IV,warm,light_medium,Deep Autumn
221,171,145,0,0,0,118,94,85,#ddab91,,#765e55,II,warm,light,Clear Spring
208,158,128,0,0,0,134,100,79,#d09e80,,#86644f,III,warm,light,Clear Spring
213,174,167,0,0,0,140,116,114,#d5aea7,,#8c7472,I,neutral,light,Light Summer
187,136,113,0,0,0,127,112,108,#bb8871,,#7f706c,III,warm,light_medium,Warm Autumn
142,58,5,0,0,0,74,27,15,#8e3a05,,#4a1b0f,V,warm,medium_deep,Deep Autumn
234,152,128,0,0,0,130,78,62,#ea9880,,#824e3e,III,warm,light,Clear Spring
217,163,140,0,0,0,119,80,68,#d9a38c,,#775044,II,warm,light,Clear Spring
168,126,94,0,0,0,111,86,69,#a87e5e,,#6f5645,IV,warm,light_medium,Deep Autumn
212,160,126,0,0,0,144,105,87,#d4a07e,,#906957,III,warm,light,Clear Spring
198,156,144,0,0,0,116,92,87,#c69c90,,#745c57,I,neutral,light,Light Summer
230,174,165,0,0,0,136,95,88,#e6aea5,,#885f58,I,neutral,very_light,Light Summer
180,130,97,0,0,0,111,79,68,#b48261,,#6f4f44,IV,warm,light_medium,Warm Autumn
206,153,91,0,0,0,132,103,75,#ce995b,,#84674b,IV,warm,light,Warm Autumn
165,106,84,0,0,0,72,42,32,#a56a54,,#482a20,V,warm,medium,Deep Autumn
172,106,75,0,0,0,125,91,72,#ac6a4b,,#7d5b48,V,warm,medium,Deep Autumn
162,131,90,0,0,0,58,46,33,#a2835a,,#3a2e21,IV,warm,light_medium,Deep Autumn
149,118,80,0,0,0,92,67,44,#957650,,#5c432c,V,warm,medium,Deep Autumn
219,156,130,0,0,0,118,55,44,#db9c82,,#76372c,III,warm,light,Clear Spring
209,160,137,0,0,0,106,74,65,#d1a089,,#6a4a41,II,warm,light,Clear Spring
209,152,110,0,0,0,108,80,61,#d1986e,,#6c503d,III,warm,light,Warm Autumn
132,84,64,0,0,0,93,55,42,#845440,,#5d372a,V,warm,medium_deep,Deep Autumn
175,129,100,0,0,0,89,70,59,#af8164,,#59463b,IV,warm,light_medium,Warm Autumn
212,171,164,0,0,0,107,90,100,#d4aba4,,#6b5a64,I,neutral,light,Light Summer
207,100,30,0,0,0,88,35,16,#cf641e,,#582310,V,warm,medium,Deep Autumn
167,131,106,0,0,0,79,55,37,#a7836a,,#4f3725,IV,warm,light_medium,Warm Autumn
214,155,136,0,0,0,96,69,59,#d69b88,,#60453b,II,warm,light,Clear Spring
170,119,75,0,0,0,81,59,42,#aa774b,,#513b2a,V,warm,medium,Deep Autumn
169,102,87,0,0,0,73,48,39,#a96657,,#493027,V,warm,medium,Deep Autumn
192,137,115,0,0,0,97,61,45,#c08973,,#613d2d,III,warm,light_medium,Warm Autumn
166,123,100,0,0,0,96,55,47,#a67b64,,#60372f,IV,warm,light_medium,Warm Autumn
206,157,140,0,0,0,120,89,81,#ce9d8c,,#785951,II,warm,light,Clear Spring
185,138,105,0,0,0,110,84,67,#b98a69,,#6e5443,IV,warm,light_medium,Warm Autumn
140,90,72,0,0,0,64,40,30,#8c5a48,,#40281e,V,warm,medium_deep,Deep Autumn
188,188,188,0,0,0,109,109,109,#bcbcbc,,#6d6d6d,I,neutral,very_light,Light Spring
121,90,56,0,0,0,55,40,29,#795a38,,#37281d,V,warm,medium_deep,Deep Autumn
217,165,147,0,0,0,117,90,87,#d9a593,,#755a57,II,warm,light,Clear Spring
233,191,170,0,0,0,75,55,45,#e9bfaa,,#4b372d,I,warm,very_light,Warm Spring
233,196,201,0,0,0,142,118,129,#e9c4c9,,#8e7681,I,cool,very_light,Light Summer
191,137,108,0,0,0,80,52,34,#bf896c,,#503422,IV,warm,light_medium,Warm Autumn
246,179,159,0,0,0,150,104,91,#f6b39f,,#96685b,I,warm,very_light,Clear Spring
227,178,162,0,0,0,148,111,98,#e3b2a2,,#946f62,I,neutral,very_light,Light Summer
180,125,102,0,0,0,102,76,70,#b47d66,,#664c46,IV,warm,light_medium,Warm Autumn
132,85,85,0,0,0,51,26,25,#845555,,#331a19,VI,neutral,medium_deep,Deep Winter
197,147,133,0,0,0,111,75,69,#c59385,,#6f4b45,II,neutral,light,Light Summer
180,116,83,0,0,0,80,54,42,#b47453,,#50362a,V,warm,medium,Deep Autumn
191,145,117,0,0,0,120,99,85,#bf9175,,#786355,III,warm,light_medium,Warm Autumn
176,124,88,0,0,0,93,77,65,#b07c58,,#5d4d41,IV,warm,light_medium,Deep Autumn
79,43,36,0,0,0,72,57,56,#4f2b24,,#483938,VI,neutral,very_deep,Deep Winter
146,89,69,0,0,0,83,44,41,#925945,,#532c29,V,warm,medium_deep,Deep Autumn
172,142,123,0,0,0,95,80,73,#ac8e7b,,#5f5049,III,warm,light_medium,Warm Spring
223,191,169,0,0,0,104,85,73,#dfbfa9,,#685549,I,warm,very_light,Warm Spring
217,164,138,0,0,0,102,69,63,#d9a48a,,#66453f,II,warm,light,Clear Spring
165,118,98,0,0,0,87,68,60,#a57662,,#57443c,IV,warm,medium,Deep Autumn
218,161,133,0,0,0,115,89,82,#daa185,,#735952,II,warm,light,Clear Spring
250,226,189,0,0,0,116,90,80,#fae2bd,,#745a50,I,warm,very_light,Warm Spring
197,143,111,0,0,0,97,66,62,#c58f6f,,#61423e,III,warm,light_medium,Warm Autumn
176,102,84,0,0,0,111,73,66,#b06654,,#6f4942,V,warm,medium,Deep Autumn
209,150,110,0,0,0,88,61,36,#d1966e,,#583d24,III,warm,light,Warm Autumn
192,128,89,0,0,0,85,45,30,#c08059,,#552d1e,IV,warm,light_medium,Warm Autumn
157,106,77,0,0,0,91,58,53,#9d6a4d,,#5b3a35,V,warm,medium,Deep Autumn
217,163,149,0,0,0,102,63,59,#d9a395,,#663f3b,I,neutral,light,Light Summer
217,173,142,0,0,0,93,72,59,#d9ad8e,,#5d483b,II,warm,light,Clear Spring
232,166,126,0,0,0,101,62,53,#e8a67e,,#653e35,III,warm,light,Clear Spring
177,124,90,0,0,0,75,47,34,#b17c5a,,#4b2f22,IV,warm,light_medium,Deep Autumn
190,138,105,0,0,0,80,62,49,#be8a69,,#503e31,IV,warm,light_medium,Warm Autumn
240,182,145,0,0,0,101,67,52,#f0b691,,#654334,II,warm,very_light,Clear Spring
227,184,154,0,0,0,94,54,40,#e3b89a,,#5e3628,II,warm,very_light,Clear Spring
151,82,45,0,0,0,65,46,47,#97522d,,#412e2f,V,warm,medium_deep,Deep Autumn
193,150,132,0,0,0,59,47,49,#c19684,,#3b2f31,II,warm,light,Warm Spring
168,121,97,0,0,0,75,64,57,#a87961,,#4b4039,IV,warm,medium,Deep Autumn
174,120,90,0,0,0,64,45,38,#ae785a,,#402d26,IV,warm,light_medium,Deep Autumn
196,150,123,0,0,0,91,70,52,#c4967b,,#5b4634,III,warm,light,Clear Spring
169,127,109,0,0,0,80,66,54,#a97f6d,,#504236,IV,warm,light_medium,Warm Autumn
165,119,91,0,0,0,85,68,65,#a5775b,,#554441,IV,warm,medium,Deep Autumn
86,58,42,0,0,0,75,55,42,#563a2a,,#4b372a,VI,warm,deep,Deep Autumn
